ID	adj.P.Val	P.Value	t	B	logFC	Gene.symbol	Gene.title
1456412_a_at	7.11e-03	1.59e-07	-1.14e+01	7.9472709	-1.13	Inpp5k	inositol polyphosphate 5-phosphatase K
1433813_at	7.17e-03	1.60e-07	1.14e+01	7.9394855	1.49	Ndc1	NDC1 transmembrane nucleoporin
1418406_at	7.17e-03	1.60e-07	-1.14e+01	7.9394315	-1.59	Pde8a	phosphodiesterase 8A
1451475_at	7.22e-03	1.61e-07	-1.14e+01	7.9328048	-1.51	Plxnd1	plexin D1
1431980_a_at	7.41e-03	1.65e-07	-1.14e+01	7.905802	-1.16	As3mt	arsenic (+3 oxidation state) methyltransferase
1448530_at	7.49e-03	1.67e-07	1.14e+01	7.8956365	1.33	Gmpr	guanosine monophosphate reductase
1447171_at	7.53e-03	1.68e-07	-1.14e+01	7.8898151	-8.73e-01		
1439552_at	7.58e-03	1.69e-07	1.14e+01	7.8840817	1.11	Trio	triple functional domain (PTPRF interacting)
1445597_s_at	7.59e-03	1.69e-07	-1.14e+01	7.8826366	-1.38	Pla2g16	phospholipase A2, group XVI
1440663_at	7.61e-03	1.70e-07	1.14e+01	7.8794922	1.80		
1439750_at	7.72e-03	1.72e-07	1.13e+01	7.8654662	1.92		
1422191_at	7.74e-03	1.72e-07	-1.13e+01	7.8631199	-6.42e-01	Cd200r1	CD200 receptor 1
1452958_at	7.82e-03	1.74e-07	1.13e+01	7.8525158	2.08	Asphd2	aspartate beta-hydroxylase domain containing 2
1422444_at	7.86e-03	1.75e-07	-1.13e+01	7.8474967	-1.77	Itga6	integrin alpha 6
1424400_a_at	8.03e-03	1.79e-07	-1.13e+01	7.826277	-7.53e-01	Aldh1l1	aldehyde dehydrogenase 1 family, member L1
1419089_at	8.11e-03	1.81e-07	1.13e+01	7.8165669	1.72	Timp3	tissue inhibitor of metalloproteinase 3
1416155_at	8.12e-03	1.81e-07	1.13e+01	7.8152111	1.26	Hmgb3	high mobility group box 3
1417184_s_at	8.19e-03	1.83e-07	1.13e+01	7.8058871	2.29	Hbb-bt///Hbb-bs///Hbb-b2///Hbb-b1	hemoglobin, beta adult t chain///hemoglobin, beta adult s chain///hemoglobin, beta adult minor chain///hemoglobin, beta adult major chain
1433891_at	8.37e-03	1.87e-07	1.13e+01	7.7840337	1.12	Lgr4	leucine-rich repeat-containing G protein-coupled receptor 4
1416195_at	8.40e-03	1.87e-07	-1.13e+01	7.7804248	-6.95e-01	Inpp5k	inositol polyphosphate 5-phosphatase K
1424192_at	8.43e-03	1.88e-07	1.12e+01	7.7767977	7.44e-01	Fam216a	family with sequence similarity 216, member A
1436368_at	8.45e-03	1.88e-07	1.12e+01	7.7752812	1.51	Slc16a10	solute carrier family 16 (monocarboxylic acid transporters), member 10
1436763_a_at	8.65e-03	1.93e-07	1.12e+01	7.7519269	1.51	Klf9	Kruppel-like factor 9
1430534_at	8.84e-03	1.97e-07	-1.12e+01	7.7301975	-7.57e-01	Rnase6	ribonuclease, RNase A family, 6
1452864_at	8.86e-03	1.98e-07	1.12e+01	7.7278089	8.02e-01	Med12l	mediator complex subunit 12-like
1454795_at	8.94e-03	1.99e-07	-1.12e+01	7.7180354	-8.70e-01	Cobll1	Cobl-like 1
1438061_at	9.04e-03	2.02e-07	1.12e+01	7.7075749	2.48	4930523C07Rik	RIKEN cDNA 4930523C07 gene
1439912_at	9.29e-03	2.07e-07	1.11e+01	7.679849	1.16	Ppp2ca	protein phosphatase 2 (formerly 2A), catalytic subunit, alpha isoform
1424471_at	9.31e-03	2.08e-07	-1.11e+01	7.6781985	-1.55	Rapgef3	Rap guanine nucleotide exchange factor (GEF) 3
1446497_at	9.34e-03	2.08e-07	-1.11e+01	7.674776	-1.83		
1434295_at	9.42e-03	2.10e-07	1.11e+01	7.6662157	9.19e-01	Rasgrp1	RAS guanyl releasing protein 1
1433028_at	9.61e-03	2.14e-07	1.11e+01	7.6457873	8.01e-01	4833411I10Rik	RIKEN cDNA 4833411I10 gene
1436907_at	9.67e-03	2.16e-07	-1.11e+01	7.6397537	-1.48	Nav1	neuron navigator 1
1444376_at	9.69e-03	2.16e-07	1.11e+01	7.6381712	9.85e-01	Sesn1	sestrin 1
1440801_s_at	9.84e-03	2.19e-07	1.11e+01	7.6226728	3.01	Adrbk2	adrenergic receptor kinase, beta 2
1417701_at	1.00e-02	2.24e-07	1.11e+01	7.602473	2.47	Ppp1r14c	protein phosphatase 1, regulatory (inhibitor) subunit 14c
1429206_at	1.01e-02	2.25e-07	1.11e+01	7.5984817	2.77	Rhobtb1	Rho-related BTB domain containing 1
1444232_at	1.05e-02	2.33e-07	-1.10e+01	7.5610942	-1.00	Prkg1	protein kinase, cGMP-dependent, type I
1448547_at	1.05e-02	2.34e-07	-1.10e+01	7.5586953	-1.41	Rassf3	Ras association (RalGDS/AF-6) domain family member 3
1434592_at	1.07e-02	2.38e-07	1.10e+01	7.5412474	1.46	Slc16a10	solute carrier family 16 (monocarboxylic acid transporters), member 10
1452040_a_at	1.08e-02	2.41e-07	1.10e+01	7.5302834	2.30	Cdca3	cell division cycle associated 3
1448605_at	1.08e-02	2.41e-07	-1.10e+01	7.5291028	-1.83	Rhoc	ras homolog family member C
1417910_at	1.08e-02	2.41e-07	1.10e+01	7.527401	2.27	Ccna2	cyclin A2
1437900_at	1.08e-02	2.42e-07	1.10e+01	7.5244492	1.80	4930523C07Rik	RIKEN cDNA 4930523C07 gene
1428938_at	1.09e-02	2.43e-07	-1.10e+01	7.5215632	-3.04	Gnaq	guanine nucleotide binding protein, alpha q polypeptide
1435455_at	1.09e-02	2.44e-07	-1.10e+01	7.515941	-2.24	Iffo2	intermediate filament family orphan 2
1442820_at	1.13e-02	2.52e-07	1.09e+01	7.482304	1.63		
1425383_a_at	1.16e-02	2.58e-07	-1.09e+01	7.4584697	-1.24	Pbx1	pre B cell leukemia homeobox 1
1418499_a_at	1.16e-02	2.59e-07	-1.09e+01	7.4567344	-7.80e-01	Kcne3	potassium voltage-gated channel, Isk-related subfamily, gene 3
1425815_a_at	1.17e-02	2.61e-07	1.09e+01	7.4474296	2.71	Hmmr	hyaluronan mediated motility receptor (RHAMM)
1434463_at	1.18e-02	2.63e-07	-1.09e+01	7.4403819	-1.04	Bfsp2	beaded filament structural protein 2, phakinin
1429159_at	1.20e-02	2.68e-07	1.09e+01	7.4205531	1.28	Itih5	inter-alpha (globulin) inhibitor H5
1437912_at	1.21e-02	2.71e-07	1.09e+01	7.4106039	2.14	Iqsec3	IQ motif and Sec7 domain 3
1437238_x_at	1.27e-02	2.84e-07	1.08e+01	7.3627066	6.97e-01	Nmd3	NMD3 ribosome export adaptor
1450758_at	1.30e-02	2.90e-07	1.08e+01	7.3413041	2.19	Cntnap2	contactin associated protein-like 2
1433719_at	1.30e-02	2.91e-07	1.08e+01	7.3402946	1.75	Slc9a9	solute carrier family 9 (sodium/hydrogen exchanger), member 9
1420557_at	1.31e-02	2.92e-07	-1.08e+01	7.3354918	-1.60	Epha5	Eph receptor A5
1419161_a_at	1.31e-02	2.92e-07	1.08e+01	7.3350365	1.98	Nox4	NADPH oxidase 4
1417400_at	1.32e-02	2.95e-07	-1.08e+01	7.325533	-8.45e-01	Rai14	retinoic acid induced 14
1456341_a_at	1.32e-02	2.95e-07	1.08e+01	7.3243602	1.27	Klf9	Kruppel-like factor 9
1425099_a_at	1.34e-02	2.98e-07	1.08e+01	7.3157063	1.17	Arntl	aryl hydrocarbon receptor nuclear translocator-like
1448113_at	1.34e-02	3.00e-07	1.08e+01	7.3103151	1.72	Stmn1	stathmin 1
1424970_at	1.38e-02	3.08e-07	-1.07e+01	7.283842	-1.06	Purg	purine-rich element binding protein G
1451069_at	1.38e-02	3.09e-07	1.07e+01	7.2808301	1.77	Pim3	proviral integration site 3
1448123_s_at	1.39e-02	3.10e-07	1.07e+01	7.2749848	3.33	Tgfbi	transforming growth factor, beta induced
1430183_at	1.41e-02	3.15e-07	-1.07e+01	7.2592375	-1.60	4833414E09Rik	RIKEN cDNA 4833414E09 gene
1460230_at	1.43e-02	3.19e-07	1.07e+01	7.2483899	1.45	Syn2	synapsin II
1454933_at	1.43e-02	3.19e-07	-1.07e+01	7.2482968	-1.18	Eva1b	eva-1 homolog B (C. elegans)
1431771_a_at	1.43e-02	3.19e-07	1.07e+01	7.2482741	7.82e-01	Irak1bp1	interleukin-1 receptor-associated kinase 1 binding protein 1
1439786_at	1.43e-02	3.19e-07	1.07e+01	7.2481158	6.99e-01	Gab2	growth factor receptor bound protein 2-associated protein 2
1449061_a_at	1.45e-02	3.25e-07	1.07e+01	7.2299698	1.62	Prim1	DNA primase, p49 subunit
1438760_x_at	1.47e-02	3.29e-07	-1.07e+01	7.2172463	-1.18	Adam15	a disintegrin and metallopeptidase domain 15 (metargidin)
1437782_at	1.48e-02	3.31e-07	1.07e+01	7.2111954	1.24	Cntnap2	contactin associated protein-like 2
1430574_at	1.53e-02	3.41e-07	1.06e+01	7.1813372	2.00	Cdkn3	cyclin-dependent kinase inhibitor 3
1428481_s_at	1.53e-02	3.41e-07	1.06e+01	7.1800184	1.41	Cdca8	cell division cycle associated 8
1433883_at	1.53e-02	3.42e-07	-1.06e+01	7.1758942	-1.33	Tpm4	tropomyosin 4
1434557_at	1.55e-02	3.46e-07	-1.06e+01	7.1642694	-1.79	Hip1	huntingtin interacting protein 1
1429914_at	1.57e-02	3.50e-07	1.06e+01	7.1542993	9.04e-01	Epc1	enhancer of polycomb homolog 1 (Drosophila)
1430811_a_at	1.57e-02	3.50e-07	1.06e+01	7.1529332	2.55	Nuf2	NUF2, NDC80 kinetochore complex component
1447500_at	1.61e-02	3.60e-07	1.06e+01	7.1248315	3.34	Cux2	cut-like homeobox 2
1460251_at	1.62e-02	3.61e-07	-1.06e+01	7.1235155	-1.32	Fas	Fas (TNF receptor superfamily member 6)
1426852_x_at	1.62e-02	3.61e-07	1.06e+01	7.1222637	2.55	Nov	nephroblastoma overexpressed gene
1435880_at	1.62e-02	3.62e-07	-1.06e+01	7.1213342	-7.55e-01	Ankrd50	ankyrin repeat domain 50
1448686_at	1.63e-02	3.65e-07	-1.05e+01	7.1124918	-7.76e-01	Il16	interleukin 16
1456609_at	1.64e-02	3.66e-07	-1.05e+01	7.1084064	-9.43e-01	Camk2n1	calcium/calmodulin-dependent protein kinase II inhibitor 1
1458218_s_at	1.68e-02	3.75e-07	1.05e+01	7.0858533	1.01	Pde7a	phosphodiesterase 7A
1455647_at	1.69e-02	3.77e-07	-1.05e+01	7.0790024	-1.16	Ar	androgen receptor
1431008_at	1.71e-02	3.81e-07	1.05e+01	7.0687669	1.79	H2-Q6///LOC68395///H2-Q8	histocompatibility 2, Q region locus 6///histocompatibility 2, Q region locus 6-like///histocompatibility 2, Q region locus 8
1425528_at	1.71e-02	3.81e-07	1.05e+01	7.0674456	2.95	Prrx1	paired related homeobox 1
1451139_at	1.72e-02	3.83e-07	1.05e+01	7.0631652	1.49	Slc39a4	solute carrier family 39 (zinc transporter), member 4
1453344_at	1.72e-02	3.83e-07	1.05e+01	7.0631536	7.63e-01	1810032O08Rik	RIKEN cDNA 1810032O08 gene
1421688_a_at	1.72e-02	3.85e-07	-1.05e+01	7.0584105	-2.58	Ccl1	chemokine (C-C motif) ligand 1
1438009_at	1.76e-02	3.93e-07	1.05e+01	7.0377641	1.63	Hist1h2ao///Hist1h2ai///Hist1h2ab///Hist1h2ap///Hist1h2an///Hist1h2ah///Hist1h2ag///Hist1h2ae///Hist1h2ad///Hist1h2ac	histone cluster 1, H2ao///histone cluster 1, H2ai///histone cluster 1, H2ab///histone cluster 1, H2ap///histone cluster 1, H2an///histone cluster 1, H2ah///histone cluster 1, H2ag///histone cluster 1, H2ae///histone cluster 1, H2ad///histone cluster 1, H2ac
1453082_at	1.76e-02	3.93e-07	1.05e+01	7.0372556	1.44	Tulp3	tubby-like protein 3
1450913_at	1.79e-02	4.00e-07	-1.05e+01	7.0191491	-2.68	B4galt6	UDP-Gal:betaGlcNAc beta 1,4-galactosyltransferase, polypeptide 6
1422245_a_at	1.81e-02	4.04e-07	1.04e+01	7.0088187	3.00	Mrvi1	MRV integration site 1
1459490_at	1.81e-02	4.04e-07	-1.04e+01	7.0083707	-1.70		
1437190_at	1.84e-02	4.10e-07	-1.04e+01	6.9940651	-1.47	Styk1	serine/threonine/tyrosine kinase 1
1454766_at	1.86e-02	4.15e-07	-1.04e+01	6.9820013	-6.87e-01	Amn1	antagonist of mitotic exit network 1
1435050_at	1.88e-02	4.19e-07	1.04e+01	6.9717345	2.43	Arfgef3	ARFGEF family member 3
1438076_at	1.92e-02	4.28e-07	1.04e+01	6.9512297	1.05	Gm7429///Gm6570///Gm6109///Gm5481///Rpl30	predicted pseudogene 7429///predicted gene 6570///predicted gene 6109///predicted gene 5481///ribosomal protein L30
1448765_at	1.92e-02	4.30e-07	-1.04e+01	6.9471481	-1.04	Fyn	Fyn proto-oncogene
1460196_at	1.93e-02	4.31e-07	-1.04e+01	6.9451806	-7.31e-01	Cbr1	carbonyl reductase 1
1451204_at	1.93e-02	4.31e-07	1.04e+01	6.9432797	3.29	Scara5	scavenger receptor class A, member 5
1434867_at	1.94e-02	4.33e-07	-1.04e+01	6.9386799	-1.55	Slc4a11	solute carrier family 4, sodium bicarbonate transporter-like, member 11
1437155_a_at	1.94e-02	4.34e-07	-1.04e+01	6.9377654	-3.59	Wwtr1	WW domain containing transcription regulator 1
1429969_at	1.96e-02	4.37e-07	1.04e+01	6.9293572	9.95e-01	4833403J16Rik	RIKEN cDNA 4833403J16 gene
1438466_at	1.99e-02	4.44e-07	-1.03e+01	6.9135175	-1.62	Dnah7c///Dnah7b	dynein, axonemal, heavy chain 7C///dynein, axonemal, heavy chain 7B
1460401_at	1.99e-02	4.45e-07	1.03e+01	6.9112103	8.97e-01	Edem3	ER degradation enhancer, mannosidase alpha-like 3
1457768_at	1.99e-02	4.45e-07	1.03e+01	6.9111393	9.00e-01	Prune	prune exopolyphosphatase
1434881_s_at	2.00e-02	4.47e-07	1.03e+01	6.9077175	1.66	Mir5130///Kctd12	microRNA 5130///potassium channel tetramerisation domain containing 12
1457117_at	2.00e-02	4.47e-07	1.03e+01	6.9074267	9.39e-01	Nfe2l2	nuclear factor, erythroid derived 2, like 2
1423040_at	2.02e-02	4.51e-07	1.03e+01	6.8995237	8.58e-01	Bzw1	basic leucine zipper and W2 domains 1
1444181_at	2.02e-02	4.51e-07	1.03e+01	6.8977793	1.02	Gimap5	GTPase, IMAP family member 5
1449175_at	2.03e-02	4.54e-07	1.03e+01	6.8926732	4.28	Gpr65	G-protein coupled receptor 65
1448665_at	2.03e-02	4.54e-07	1.03e+01	6.8915854	9.04e-01	Dmd	dystrophin, muscular dystrophy
1423258_at	2.06e-02	4.61e-07	1.03e+01	6.8765106	3.19	Syt9	synaptotagmin IX
1423547_at	2.10e-02	4.69e-07	1.03e+01	6.8593131	1.64	Lyz2	lysozyme 2
1460353_at	2.15e-02	4.81e-07	1.03e+01	6.8328124	9.17e-01	Ndc1	NDC1 transmembrane nucleoporin
1460321_at	2.19e-02	4.90e-07	-1.02e+01	6.8147113	-2.09	Cntn4	contactin 4
1435135_at	2.24e-02	5.01e-07	-1.02e+01	6.7921842	-8.74e-01	Nceh1	neutral cholesterol ester hydrolase 1
1422138_at	2.25e-02	5.04e-07	-1.02e+01	6.7865374	-1.51	Plau	plasminogen activator, urokinase
1452714_at	2.28e-02	5.10e-07	-1.02e+01	6.7745811	-1.20	Tanc1	tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1
1427329_a_at	2.32e-02	5.18e-07	1.02e+01	6.7587841	1.92	Ighm	immunoglobulin heavy constant mu
1428890_at	2.33e-02	5.21e-07	-1.02e+01	6.7521651	-5.64e-01	Fem1c	fem-1 homolog c (C.elegans)
1449802_x_at	2.34e-02	5.23e-07	1.02e+01	6.749474	1.52	Rpusd2	RNA pseudouridylate synthase domain containing 2
1416050_a_at	2.35e-02	5.26e-07	-1.02e+01	6.7435822	-1.43	Scarb1	scavenger receptor class B, member 1
1437252_at	2.36e-02	5.27e-07	-1.02e+01	6.7406703	-7.43e-01	Gatsl2	GATS protein-like 2
1431412_at	2.37e-02	5.29e-07	-1.02e+01	6.7381507	-1.18	2810455B08Rik	RIKEN cDNA 2810455B08 gene
1439170_at	2.37e-02	5.30e-07	-1.02e+01	6.7353295	-9.08e-01		
1451634_at	2.37e-02	5.30e-07	1.02e+01	6.734829	3.26	Airn	antisense Igf2r RNA
1440463_at	2.39e-02	5.34e-07	1.02e+01	6.7275118	7.42e-01	5430414B19Rik	RIKEN cDNA 5430414B19 gene
1437916_at	2.39e-02	5.35e-07	1.02e+01	6.7260888	7.97e-01		
1422054_a_at	2.39e-02	5.35e-07	1.02e+01	6.725575	1.33	Skil	SKI-like
1418072_at	2.39e-02	5.35e-07	-1.02e+01	6.7254262	-1.02	Hist1h2bg///Hist1h2be///Hist1h2bc	histone cluster 1, H2bg///histone cluster 1, H2be///histone cluster 1, H2bc
1438645_x_at	2.41e-02	5.39e-07	-1.02e+01	6.7189934	-1.70	Bace2	beta-site APP-cleaving enzyme 2
1458968_at	2.43e-02	5.43e-07	1.01e+01	6.7118681	1.43	C80283	expressed sequence C80283
1426851_a_at	2.46e-02	5.51e-07	1.01e+01	6.6964775	2.44	Nov	nephroblastoma overexpressed gene
1450138_a_at	2.49e-02	5.57e-07	-1.01e+01	6.6851691	-6.84e-01	Serpinb6a	serine (or cysteine) peptidase inhibitor, clade B, member 6a
1426442_at	2.49e-02	5.57e-07	1.01e+01	6.6846602	1.68	Gpm6a	glycoprotein m6a
1457996_at	2.54e-02	5.68e-07	1.01e+01	6.6663349	1.32		
1435658_at	2.54e-02	5.68e-07	-1.01e+01	6.6648863	-1.04	Slc27a1	solute carrier family 27 (fatty acid transporter), member 1
1448484_at	2.57e-02	5.75e-07	1.01e+01	6.6530362	1.03	Amd1	S-adenosylmethionine decarboxylase 1
1424568_at	2.58e-02	5.77e-07	-1.01e+01	6.6489832	-1.05	Tspan2	tetraspanin 2
1429058_at	2.59e-02	5.78e-07	1.01e+01	6.6472992	8.16e-01	Tmem107	transmembrane protein 107
1441030_at	2.59e-02	5.80e-07	-1.01e+01	6.6451667	-1.81	Rai14	retinoic acid induced 14
1434703_at	2.61e-02	5.83e-07	-1.01e+01	6.6393095	-1.08	Extl3	exostoses (multiple)-like 3
1417391_a_at	2.71e-02	6.05e-07	-1.00e+01	6.6015687	-8.85e-01	Il16	interleukin 16
1416125_at	2.71e-02	6.06e-07	1.00e+01	6.599813	1.84	Fkbp5	FK506 binding protein 5
1416527_at	2.71e-02	6.07e-07	-1.00e+01	6.5984503	-5.35e-01	Rab32	RAB32, member RAS oncogene family
1455730_at	2.74e-02	6.12e-07	1.00e+01	6.5898886	1.30	Dlgap5	discs, large (Drosophila) homolog-associated protein 5
1455834_x_at	2.74e-02	6.14e-07	1.00e+01	6.5875853	8.89e-01	Tacc3	transforming, acidic coiled-coil containing protein 3
1444615_x_at	2.76e-02	6.17e-07	1.00e+01	6.5820963	1.66	Runx1t1	runt-related transcription factor 1; translocated to, 1 (cyclin D-related)
1421594_a_at	2.78e-02	6.22e-07	-1.00e+01	6.5734813	-1.17	Sytl2	synaptotagmin-like 2
1446553_at	2.80e-02	6.27e-07	1.00e+01	6.5654716	1.76		
1448110_at	2.80e-02	6.27e-07	1.00e+01	6.5650532	2.05	Sema4a	sema domain, immunoglobulin domain (Ig), transmembrane domain (TM) and short cytoplasmic domain, (semaphorin) 4A
1452115_a_at	2.81e-02	6.29e-07	1.00e+01	6.5616172	9.36e-01	Plk4	polo-like kinase 4
1437234_x_at	2.81e-02	6.30e-07	-1.00e+01	6.5613787	-6.76e-01	Prmt2	protein arginine N-methyltransferase 2
1424312_at	2.82e-02	6.32e-07	1.00e+01	6.5580363	1.18	Adipor1	adiponectin receptor 1
1422885_at	2.83e-02	6.34e-07	9.99	6.5545282	9.19e-01	Snrpd3	small nuclear ribonucleoprotein D3
1421946_at	2.85e-02	6.37e-07	9.99	6.5489062	1.31	Crp	C-reactive protein, pentraxin-related
1428289_at	2.90e-02	6.48e-07	9.97	6.5317829	1.09	Klf9	Kruppel-like factor 9
1421947_at	2.91e-02	6.51e-07	-9.97	6.5279205	-6.31e-01	Gng12	guanine nucleotide binding protein (G protein), gamma 12
1450920_at	2.91e-02	6.51e-07	9.97	6.5274776	1.88	Ccnb2	cyclin B2
1430196_at	2.91e-02	6.52e-07	-9.97	6.5266612	-8.53e-01	8430408J09Rik	RIKEN cDNA 8430408J09 gene
1416214_at	2.93e-02	6.56e-07	9.96	6.520467	6.59e-01	Mcm4	minichromosome maintenance complex component 4
1421369_a_at	2.98e-02	6.66e-07	-9.95	6.5051488	-6.42e-01	Mab21l1	mab-21-like 1 (C. elegans)
1426663_s_at	3.07e-02	6.86e-07	-9.92	6.4744754	-5.65e-01	Slc45a3	solute carrier family 45, member 3
1416893_at	3.08e-02	6.89e-07	9.91	6.4704102	9.03e-01	Fam107b	family with sequence similarity 107, member B
1438911_at	3.24e-02	7.25e-07	9.86	6.4179132	1.13	Sept7	septin 7
1438915_at	3.26e-02	7.29e-07	9.86	6.4134784	8.94e-01	Firre	functional intergenic repeating RNA element
1426597_s_at	3.31e-02	7.40e-07	-9.84	6.3978572	-1.24	Iffo2	intermediate filament family orphan 2
1456893_at	3.35e-02	7.48e-07	-9.83	6.3861996	-7.99e-01		
1425850_a_at	3.35e-02	7.50e-07	-9.83	6.3847142	-9.79e-01	Nek6	NIMA (never in mitosis gene a)-related expressed kinase 6
1449226_at	3.36e-02	7.51e-07	9.83	6.3825798	1.53	Hic1	hypermethylated in cancer 1
1456209_x_at	3.38e-02	7.56e-07	9.82	6.3758748	8.21e-01		
1419534_at	3.38e-02	7.57e-07	-9.82	6.3748108	-2.68	Olr1	oxidized low density lipoprotein (lectin-like) receptor 1
1419122_at	3.39e-02	7.58e-07	9.82	6.3734069	1.07	Mettl1	methyltransferase like 1
1437313_x_at	3.39e-02	7.59e-07	9.82	6.3719312	9.28e-01	Hmgb2	high mobility group box 2
1435885_s_at	3.41e-02	7.64e-07	9.81	6.3657884	1.72	Itsn1	intersectin 1 (SH3 domain protein 1A)
1435009_at	3.50e-02	7.84e-07	-9.79	6.3394838	-7.48e-01	Slc9a6	solute carrier family 9 (sodium/hydrogen exchanger), member 6
1424278_a_at	3.54e-02	7.92e-07	9.78	6.3283435	2.48	Birc5	baculoviral IAP repeat-containing 5
1446096_at	3.55e-02	7.94e-07	9.77	6.3264496	6.41e-01	2310001H17Rik	RIKEN cDNA 2310001H17 gene
1429281_at	3.57e-02	7.98e-07	-9.77	6.3212802	-1.33	2610008E11Rik	RIKEN cDNA 2610008E11 gene
1460700_at	3.57e-02	8.00e-07	9.77	6.3188851	5.62e-01	Stat3	signal transducer and activator of transcription 3
1441284_at	3.60e-02	8.05e-07	9.76	6.3127339	1.86		
1429481_at	3.62e-02	8.10e-07	9.76	6.3059863	1.09	Nck2	non-catalytic region of tyrosine kinase adaptor protein 2
1424022_at	3.62e-02	8.11e-07	9.75	6.3046558	1.68	Osgin1	oxidative stress induced growth inhibitor 1
1429207_at	3.68e-02	8.24e-07	-9.74	6.2883448	-1.32	Mir5136///5730408K05Rik	microRNA 5136///RIKEN cDNA 5730408K05 gene
1443630_at	3.69e-02	8.26e-07	-9.74	6.2867754	-9.70e-01		
1429418_at	3.70e-02	8.29e-07	-9.73	6.2829544	-1.44	Cdc14b	CDC14 cell division cycle 14B
1423620_at	3.72e-02	8.33e-07	9.73	6.2778251	5.19e-01	Cenpq	centromere protein Q
1424268_at	3.77e-02	8.44e-07	9.72	6.2645382	9.96e-01	Smox	spermine oxidase
1429324_at	3.77e-02	8.45e-07	-9.71	6.2631393	-1.04	Shcbp1l	Shc SH2-domain binding protein 1-like
1423946_at	3.80e-02	8.51e-07	-9.71	6.255501	-7.57e-01	Pdlim2	PDZ and LIM domain 2
1448127_at	3.82e-02	8.55e-07	9.70	6.25093	9.13e-01	Rrm1	ribonucleotide reductase M1
1427464_s_at	3.86e-02	8.63e-07	9.69	6.2416226	7.89e-01	Hspa5	heat shock protein 5
1439394_x_at	3.88e-02	8.68e-07	9.69	6.235734	3.12	Cdc20	cell division cycle 20
1437166_at	3.89e-02	8.71e-07	9.69	6.2321775	5.45e-01	Tinf2	Terf1 (TRF1)-interacting nuclear factor 2
1452338_s_at	3.90e-02	8.73e-07	9.68	6.230173	1.55	Itsn1	intersectin 1 (SH3 domain protein 1A)
1447585_s_at	3.97e-02	8.89e-07	-9.67	6.211165	-6.78e-01	Mrps6	mitochondrial ribosomal protein S6
1439485_at	3.98e-02	8.92e-07	-9.66	6.2080973	-1.40	Zfp608	zinc finger protein 608
1426817_at	4.00e-02	8.96e-07	9.66	6.2035046	1.65	Mki67	antigen identified by monoclonal antibody Ki 67
1439040_at	4.01e-02	8.98e-07	9.66	6.2012979	2.13	Cenpe	centromere protein E
1445518_at	4.04e-02	9.04e-07	-9.65	6.1940621	-9.49e-01		
1442058_s_at	4.05e-02	9.07e-07	9.65	6.1914327	1.30	Psmc3ip	proteasome (prosome, macropain) 26S subunit, ATPase 3, interacting protein
1437181_at	4.08e-02	9.14e-07	9.64	6.18329	1.79	Peli2	pellino 2
1452242_at	4.14e-02	9.28e-07	9.62	6.1681136	2.22	Cep55	centrosomal protein 55
1442916_at	4.16e-02	9.32e-07	-9.62	6.1632321	-8.91e-01		
1429520_a_at	4.20e-02	9.41e-07	-9.61	6.1533325	-5.48e-01	Acer3	alkaline ceramidase 3
1452404_at	4.23e-02	9.48e-07	9.60	6.1461704	2.79	Phactr2	phosphatase and actin regulator 2
1434767_at	4.27e-02	9.57e-07	9.60	6.1364184	1.46	Mis18bp1	MIS18 binding protein 1
1418804_at	4.32e-02	9.66e-07	9.59	6.1267737	3.03	Sucnr1	succinate receptor 1
1428647_at	4.32e-02	9.68e-07	-9.59	6.1254514	-7.71e-01	Pbx1	pre B cell leukemia homeobox 1
1438027_at	4.32e-02	9.68e-07	-9.58	6.1250564	-1.28		
1440721_at	4.33e-02	9.70e-07	-9.58	6.1229476	-1.32	5930433N17Rik	RIKEN cDNA 5930433N17 gene
1452220_at	4.34e-02	9.73e-07	9.58	6.1199697	1.62	Dock1	dedicator of cytokinesis 1
1425575_at	4.37e-02	9.79e-07	-9.57	6.1140768	-2.65	Epha3	Eph receptor A3
1452291_at	4.37e-02	9.80e-07	9.57	6.112813	2.69	Arap2	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2
1421456_at	4.43e-02	9.92e-07	-9.56	6.0997396	-8.62e-01	P2ry1	purinergic receptor P2Y, G-protein coupled 1
1449903_at	4.53e-02	1.01e-06	9.54	6.0778911	1.71	Crtam	cytotoxic and regulatory T cell molecule
1435981_at	4.54e-02	1.02e-06	9.54	6.0748489	3.18	Nav2	neuron navigator 2
1424594_at	4.56e-02	1.02e-06	-9.53	6.0696144	-1.48	Samd4	sterile alpha motif domain containing 4
1421889_a_at	4.57e-02	1.02e-06	9.53	6.069289	7.98e-01	Aplp2	amyloid beta (A4) precursor-like protein 2
1427541_x_at	4.60e-02	1.03e-06	9.53	6.062214	1.60	Hmmr	hyaluronan mediated motility receptor (RHAMM)
1424050_s_at	4.66e-02	1.04e-06	-9.51	6.0473212	-1.35	Fgfr1	fibroblast growth factor receptor 1
1439470_at	4.67e-02	1.05e-06	9.51	6.0458332	1.22		
1459205_at	4.69e-02	1.05e-06	-9.51	6.0429072	-2.19		
1437724_x_at	4.72e-02	1.06e-06	-9.50	6.0362585	-1.05	Pitpnm1	phosphatidylinositol transfer protein, membrane-associated 1
